Wood Supply Region	Species	Pruning	Thinnning	Planting coverage	Owner size	Age (years)	TRV (m3/ha)	Thinnings (m3/ha)	Pruned logs (m3/ha)	Unpruned logs (m3/ha)	Pulplogs (m3/ha)	Unpruned thinnings (m3/ha)	Pulplog thinnings (m3/ha)
Southern N Island (West)	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	36	759	0	150	516	93		
Southern N Island (West)	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	37	780	0	153	532	95		
Southern N Island (West)	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	38	799	0	156	545	98		
Southern N Island (West)	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	39	818	0	159	560	99		
Southern N Island (West)	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	40	839	0	163	574	102		
Southern N Island (West)	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	11	74	0	20	45	9		
Southern N Island (West)	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	12	98	0	25	61	12		
Southern N Island (West)	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	13	125	0	31	78	16		
Southern N Island (West)	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	14	151	0	36	96	19		
Southern N Island (West)	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	15	182	0	42	117	23		
Southern N Island (West)	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	16	210	0	47	136	27		
Southern N Island (West)	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	17	241	0	53	158	30		
Southern N Island (West)	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	18	272	0	58	179	35		
Southern N Island (West)	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	19	303	0	63	201	39		
Southern N Island (West)	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	20	337	0	64	228	45		
Southern N Island (West)	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	21	363	0	70	246	47		
Southern N Island (West)	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	22	392	0	77	265	50		
Southern N Island (West)	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	23	423	0	84	286	53		
Southern N Island (West)	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	24	454	0	89	308	57		
Southern N Island (West)	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	25	481	0	94	327	60		
Southern N Island (West)	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	26	506	0	99	345	62		
Southern N Island (West)	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	27	537	0	101	368	68		
Southern N Island (West)	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	28	564	0	105	387	72		
Southern N Island (West)	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	29	592	0	107	408	77		
Southern N Island (West)	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	30	620	0	111	429	80		
Southern N Island (West)	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	31	648	0	115	450	83		
Southern N Island (West)	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	32	670	0	118	466	86		
Southern N Island (West)	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	33	693	0	122	483	88		
Southern N Island (West)	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	34	708	0	124	495	89		
Southern N Island (West)	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	35	728	0	126	510	92		
Southern N Island (West)	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	36	752	0	130	527	95		
Southern N Island (West)	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	37	776	0	133	545	98		
Southern N Island (West)	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	38	797	0	137	560	100		
Southern N Island (West)	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	39	819	0	139	578	102		
Southern N Island (West)	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	40	841	0	142	594	105		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	11	110	0	0	80	30		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	12	141	0	0	104	37		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	13	170	0	0	129	41		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	14	203	0	0	155	48		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	15	236	0	0	182	54		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	16	269	0	0	210	59		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	17	301	0	0	238	63		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	18	333	0	0	265	68		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	19	366	0	0	293	73		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	20	396	0	0	322	74		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	21	423	0	0	337	86		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	22	454	0	0	366	88		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	23	486	0	0	396	90		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	24	513	0	0	422	91		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	25	540	0	0	447	93		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	26	571	0	0	475	96		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	27	595	0	0	498	97		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	28	624	0	0	523	101		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	29	648	0	0	546	102		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	30	672	0	0	568	104		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	31	695	0	0	589	106		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	32	719	0	0	610	109		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	33	738	0	0	628	110		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	34	757	0	0	644	113		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	35	773	0	0	659	114		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	36	792	0	0	677	115		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	37	694	0	0	694	118		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	38	830	0	0	710	120		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	39	849	0	0	725	124		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted post-1989	All sizes	40	867	0	0	742	125		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	11	0	0	0	0	0		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	12	129	0	0	102	27		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	13	160	0	0	127	33		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	14	190	0	0	152	38		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	15	222	0	0	178	44		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	16	255	0	0	205	50		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	17	286	0	0	231	55		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	18	318	0	0	258	60		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	19	349	0	0	283	66		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	20	383	0	0	313	70		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	21	408	0	0	333	75		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	22	438	0	0	359	79		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	23	468	0	0	385	83		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	24	495	0	0	408	87		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	25	523	0	0	430	93		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	26	551	0	0	452	99		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	27	577	0	0	472	105		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	28	605	0	0	496	109		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	29	633	0	0	523	110		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	30	658	0	0	544	114		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	31	679	0	0	564	115		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	32	701	0	0	582	119		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	33	720	0	0	599	121		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	34	740	0	0	616	124		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	35	758	0	0	631	127		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	36	777	0	0	648	129		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	37	662	0	0	662	132		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	38	814	0	0	678	136		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	39	833	0	0	695	138		
Southern N Island (West)	Radiata pine	Unpruned	no production thinning	planted pre-1990	All sizes	40	849	0	0	708	141		
Southern N Island (East)	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	11	63	0	21	33	9		
Southern N Island (East)	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	12	86	0	29	45	12		
Southern N Island (East)	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	13	108	0	36	57	15		
Southern N Island (East)	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	14	135	0	45	71	19		
Southern N Island (East)	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	15	163	0	55	86	22		
Southern N Island (East)	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	16	191	0	65	101	25		
Southern N Island (East)	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	17	220	0	75	117	28		
Southern N Island (East)	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	18	251	0	85	134	32		
Southern N Island (East)	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	19	281	0	95	151	35		
Southern N Island (East)	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	20	316	0	107	167	42		
Southern N Island (East)	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	21	347	0	117	186	44		
Southern N Island (East)	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	22	375	0	127	202	46		
Southern N Island (East)	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	23	405	0	137	221	47		
Southern N Island (East)	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	24	434	0	146	237	51		
Southern N Island (East)	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	25	461	0	155	252	54		
Southern N Island (East)	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	26	487	0	164	269	54		
Southern N Island (East)	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	27	512	0	173	283	56		
Southern N Island (East)	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	28	535	0	180	298	57		
Southern N Island (East)	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	29	564	0	190	315	59		
Southern N Island (East)	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	30	593	0	200	333	60		
Southern N Island (East)	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	31	619	0	209	348	62		
Southern N Island (East)	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	32	646	0	218	363	65		
Southern N Island (East)	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	33	668	0	225	376	67		
Southern N Island (East)	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	34	689	0	232	388	69		
Southern N Island (East)	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	35	712	0	240	401	71		
Southern N Island (East)	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	36	741	0	250	417	74		
Southern N Island (East)	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	37	764	0	257	430	77		
Southern N Island (East)	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	38	789	0	266	443	80		
Southern N Island (East)	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	39	812	0	274	456	82		
Southern N Island (East)	Radiata pine	Pruned	no production thinning	planted post-1989	All sizes	40	833	0	281	468	84		
Southern N Island (East)	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	11	67	0	21	37	9		
Southern N Island (East)	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	12	88	0	28	49	11		
Southern N Island (East)	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	13	114	0	37	63	14		
Southern N Island (East)	Radiata pine	Pruned	no production thinning	planted pre-1990	All sizes	14	142	0	45	80	17		
